user_id,username,num_followers,num_following,num_repos,created_at,star_time
4248736,goran-mahovlic,36,122,67,2013-04-24 14:21:23,2018-12-10 15:03:05
4137948,ats777,27,61,7,2013-04-12 09:51:05,2016-12-19 12:21:24
11400051,levthedev,31,30,136,2015-03-09 21:08:07,2019-04-22 15:25:07
1617986,yyyg45,8,1,0,2012-04-06 03:05:24,2018-06-26 02:06:01
45928536,gelonsun,0,0,2,2018-12-16 22:26:13,2019-08-15 09:00:42
6299853,suyashkumar,149,133,60,2014-01-01 20:31:13,2018-02-23 19:02:42
3956920,cHemingway,6,13,36,2013-03-24 11:15:33,2019-03-31 14:42:40
2952273,justicelee,44,2641,29,2012-12-03 08:58:00,2019-10-29 18:53:18
15239415,annafieber,16,330,1,2015-10-21 17:35:30,2016-11-22 17:47:57
40583172,eastleader1982,0,3,18,2018-06-25 18:36:17,2020-02-20 22:25:05
400577,panamantis,7,79,19,2010-09-15 12:14:59,2020-01-25 22:41:53
461669,mslavescu,50,15,19,2010-10-31 08:58:57,2018-01-19 18:12:52
15924506,huleg,52,922,1787,2015-11-19 06:23:24,2017-07-27 23:03:22
30149534,antoniocarreiro,3,5,18,2017-07-13 07:44:26,2019-02-20 10:19:08
44353418,JohnGitHub886,0,1,10,2018-10-21 22:15:01,2019-11-19 22:46:57
409747,tomfleet,5,40,14,2010-09-21 07:16:32,2019-02-12 09:25:57
49701393,ykeraichia,1,5,0,2019-04-16 19:50:55,2019-08-30 18:32:10
5226846,urill,15,19,102,2013-08-13 23:21:28,2019-03-28 12:48:44
136565,milkowski,37,565,10,2009-10-07 17:34:26,2018-05-25 15:45:06
14969224,harlanw,8,2,21,2015-10-04 18:48:19,2019-12-19 15:31:34
15134644,hwwong,3,2,19,2015-10-14 21:43:05,2018-04-12 19:35:40
6183471,tangym,6,24,31,2013-12-14 01:29:09,2018-10-24 10:35:56
194392,E3V3A,156,223,128,2010-02-02 03:33:53,2018-01-04 10:31:08
4584443,DragonStuff,31,4,67,2013-05-31 20:53:23,2017-08-15 09:28:33
11286963,DrKenHo,12,15,23,2015-03-03 00:18:42,2017-08-02 21:27:59
16029957,klonggan,5,5,45,2015-11-26 03:57:46,2019-08-01 20:51:59
472094,dzeez,11,92,11,2010-11-08 03:40:06,2019-08-31 07:24:45
29030169,ZebraTech,1,7,32,2017-05-28 21:12:32,2018-05-02 11:52:33
8181591,dezdeepblue,2,6,89,2014-07-16 10:06:00,2017-08-06 13:03:14
7105046,zentown,2,5,31,2014-03-29 23:15:53,2017-07-23 11:15:45
6473994,Doom4535,5,54,53,2014-01-22 13:04:57,2018-05-25 18:13:15
338029,clf1985,2,1,20,2010-07-19 19:49:20,2018-07-29 09:33:05
766846,rene-aguirre,12,2,26,2011-05-03 20:16:01,2017-01-18 17:07:24
3309119,masoud-al,11,40,14,2013-01-18 14:25:28,2016-12-07 10:55:17
1459124,denisfitz57,79,4,48,2012-02-21 17:17:33,2017-07-27 23:09:29
2885827,jarmitage,112,714,55,2012-11-25 13:16:32,2018-03-21 12:15:09
19819721,ChunHsinTung,0,4,1,2016-06-08 07:57:38,2018-05-16 06:03:35
753209,MartinBloedorn,13,12,15,2011-04-26 14:37:08,2018-05-26 08:13:48
717735,betolink,32,49,84,2011-04-08 10:34:27,2017-12-28 13:39:10
320665,longda,53,255,87,2010-07-01 20:53:25,2017-07-27 18:51:53
10777713,ovcharenkoo,62,56,21,2015-01-30 14:20:42,2018-07-09 01:36:17
1163440,thecomicopera,1,2,1,2011-10-31 15:38:36,2018-02-23 12:30:48
55752605,r06548032,1,0,1,2019-09-24 09:27:26,2019-12-16 20:31:15
23462285,electronics4fun,0,4,2,2016-11-14 15:23:01,2017-07-03 01:01:50
42687181,cooldenng,1,6,0,2018-08-24 20:56:14,2018-09-07 12:11:01
2615630,wlmeng11,32,52,27,2012-10-21 16:52:09,2017-11-07 01:59:34
2617594,ARezaK,7,18,29,2012-10-21 22:16:13,2018-11-14 20:13:38
25102428,XinShuYang,5,10,43,2017-01-13 08:04:41,2019-03-28 10:52:54
2452634,kelu124,132,265,133,2012-09-29 09:23:56,2016-05-04 04:07:51
6965774,langthom,9,6,7,2014-03-16 06:21:56,2018-05-01 02:32:33
4110995,IanBoyanZhang,176,3801,138,2013-04-09 22:46:27,2019-01-17 10:58:04
447538,TobiG77,10,11,73,2010-10-20 17:11:00,2018-05-28 16:17:38
40232263,PanPan0210,5,17,2,2018-06-13 04:11:17,2018-10-21 21:12:17
16640218,alsrgv,146,3,11,2016-01-10 20:46:17,2018-07-07 01:47:10
16501364,nrepian,0,1,4,2015-12-31 08:41:53,2019-03-04 05:21:52
7050490,docfabio,1,3,38,2014-03-24 13:28:21,2018-01-02 11:58:12
49684004,07bm27,0,0,0,2019-04-16 08:02:57,2019-04-16 08:26:24
9743339,dmitry-sukhoruchkin,7,42,2,2014-11-14 06:39:48,2018-05-26 11:21:51
33164268,basharbme,5,14,188,2017-10-27 15:03:24,2019-07-09 21:46:10
110086,mohamed,18,4,48,2009-07-29 22:19:06,2019-11-09 18:34:06
15897216,DircoDT,0,0,1,2015-11-17 15:54:13,2019-12-20 11:25:00
2214005,kovachwt,9,0,15,2012-08-24 16:07:01,2019-04-23 03:56:55
1468924,josecohenca,15,5,9,2012-02-24 04:21:59,2018-05-01 01:35:12
879054,AbhishekGhosh,30,5,293,2011-06-27 10:12:29,2016-11-04 17:51:19
1621930,kamilchm,94,44,96,2012-04-07 15:45:21,2017-11-15 14:32:36
26860662,jaanpehechaanho,0,1,1,2017-04-02 19:15:25,2019-08-06 17:11:56
14909894,guillaumedavidphd,1,1,11,2015-09-30 11:02:04,2018-06-11 17:38:07
957989,lograss,1,0,7,2011-08-03 21:43:17,2019-03-24 09:47:26
13613079,nyok,2,8,0,2015-08-02 12:22:13,2017-07-09 14:01:17
22294177,robotong,1,2,6,2016-09-19 06:31:11,2020-03-02 07:20:30
2968254,TroySK,26,11,27,2012-12-04 23:59:59,2017-07-28 01:17:21
5270042,416104443,0,1,22,2013-08-20 08:20:09,2018-08-25 09:32:40
23005628,Ritaqk,6,3,14,2016-10-22 18:56:11,2017-11-25 23:51:51
2844591,orakle,68,318,172,2012-11-20 08:43:00,2016-12-04 16:05:05
313189,rexpan,13,10,23,2010-06-23 18:46:30,2017-07-29 23:16:19
968078,joer14,32,21,28,2011-08-08 23:13:48,2017-07-27 16:48:30
22863705,ebgaaron,6,3,53,2016-10-15 22:33:43,2019-10-09 00:53:43
8161822,Bobbyjoness,17,89,35,2014-07-14 14:36:37,2019-09-10 13:46:11
17539838,JoyDoSun,0,0,60,2016-02-29 01:09:30,2018-04-29 19:55:49
11773818,yangjion,4,9,19,2015-04-02 10:55:21,2017-11-12 09:13:34
1869097,Alberts00,18,30,14,2012-06-19 14:01:50,2018-04-30 20:19:31
315476,JeanRintoul,36,42,24,2010-06-26 19:11:59,2019-02-04 23:50:09
984563,julescarbon,301,1274,35,2011-08-16 15:49:42,2018-03-21 18:40:05
4785356,loredanacirstea,123,9,70,2013-06-23 05:51:52,2017-02-26 14:44:30
4560964,bensooter,11,38,18,2013-05-29 10:09:32,2018-04-30 20:10:15
2404461,mediovia,8,4,3,2012-09-23 07:00:57,2018-05-25 13:41:54
4973496,dalmago,28,32,32,2013-07-09 07:59:06,2019-10-27 13:43:43
12863854,masip85,3,47,10,2015-06-12 12:22:53,2019-09-03 06:09:07
11059427,artursg,0,4,67,2015-02-18 07:08:51,2019-02-09 19:14:24
1232249,Felipeasg,15,16,171,2011-11-30 20:10:40,2019-08-01 00:19:29
23668205,mitoksim,37,1069,0,2016-11-22 19:08:32,2017-12-11 16:00:56
3042156,HINATASDK,17,136,0,2012-12-14 06:33:07,2019-05-20 02:10:33
43168821,gaurav000144,0,1,40,2018-09-11 04:03:31,2019-05-01 11:50:22
29965963,Jingfeng-LU,1,0,0,2017-07-06 20:46:16,2018-02-02 03:29:49
236846,openube,19,84,1820,2010-04-04 15:26:22,2016-12-19 14:00:29
703753,DjalelBBZ,12,1,36,2011-04-01 08:26:26,2016-11-09 07:16:16
